@relation 'struts_pkg_prediction-weka.filters.unsupervised.attribute.Remove-R1,9-11-weka.filters.supervised.instance.SMOTE-C2-K5-P1220.0-S1-weka.filters.supervised.instance.SMOTE-C3-K5-P1841.0-S1'

@attribute Label {a,b,c}
@attribute Logical_Dependency numeric
@attribute Link_Overload numeric
@attribute Unused_Interface numeric
@attribute Brick_Functionality_Overload numeric
@attribute Clone_Comp numeric
@attribute Sloopy_Delegation numeric

@data
c,0.231155,1,0,0.08056,1,0
c,0.082514,1,0,0.592009,1,0
c,0.962296,1,0,0.393267,1,0
c,1,0.054901,0,0.090452,1,0
c,1,1,0,1,0.731539,0
c,1,1,0,1,0.357089,0.34967
c,1,0.982723,0,0.934318,1,0
c,0.418901,1,0,0.583559,1,0
c,0.834373,1,0,0.301629,1,0
c,1,0.204783,0,0.528967,1,0
c,1,0.903453,0,1,1,0
c,1,1,0,1,0.211752,0
c,1,0.615362,0,0.318076,1,0
c,1,0.36936,0,0.137016,1,0
c,1,0.999419,0,0.620896,1,0
c,1,1,0,1,0.64149,0.223887
c,1,0.364295,0,0.168901,1,0
c,1,0.032126,0,1,1,0
c,0.752971,0,0,0.384263,1,0
c,1,0,0,0.328435,1,0
c,1,0,0,0.105222,1,0
c,1,0,0,0.987425,1,0
c,0.942365,0,0,0.106576,1,0
c,0.283765,0,0,0.305186,1,0
c,1,0,0,0.570222,1,0
c,0.717806,0,0,0.842704,1,0
c,1,0,0,0.307405,1,0
c,0.859583,0,0,0.790634,1,0
c,1,0.842338,0,1,0.878432,0
c,0.593463,0,0,0.132293,1,0
c,1,0.983433,0,1,0.657257,0
c,1,0.385417,0,1,1,0
c,1,0.992722,0,1,0.9764,0
c,1,0.276038,0,1,0.361131,0
c,1,0.586529,0,1,1,0
c,0.617322,0,0,0.349591,1,0
c,0,0,0,0,0,0.17325
c,0,0,0,0,0,0.651497
c,0,0,0,0,0,0.40419
c,0,0,0,0,0.93132,0
c,0,0,0,0,0.550669,0
c,0,0,0,0,0.291763,0
c,0.482381,0,0,0,0.406253,0
c,0.439706,0,0,0,0.896597,0
c,0.102505,0,0,0,0.212783,0
c,0,0,0,0,0,0.384974
c,0,0,0,0,0.849856,0
c,0.560933,0,0,0,0.162489,0
c,0,0,0,0,0,0.024519
c,0,0,0,0,0,0.303479
c,0,0,0,0,0,0.910473
c,0,0,0,0,0.137854,0
c,0.117162,0,0,0,0.395393,0
c,0,0,0,0,0,0.35718
c,0.168708,0,0,0,0.147038,0
c,0.419406,1,0,0,0.152932,1
c,1,1,0,0,0,0.029505
c,0.411333,1,0,0,0.614393,1
c,1,1,0,0,0,0.892343
c,1,1,0,0.440871,0,1
c,1,1,0,0,0,0.064622
c,1,1,0,0,0,0.502184
c,1,1,0,0.075166,0,0.370002
c,0.526209,1,0,0,0.813086,1
c,1,1,0,0.425914,0,1
c,0.470542,0.695211,0,0,0,1
c,0.75188,1,0,0,0.965501,1
c,1,1,0,0.725913,0,0.214841
c,0.101937,0.615182,0,0,0,1
c,1,1,0,0,0,0.827044
c,0.876637,0.262058,0,0,0,1
c,0.296443,0.547685,0,0,0,1
c,0.3336,0.62479,0,0,0,1
c,1,0.039942,0,1,0.483597,0
c,0.466354,1,0,1,0,0
c,1,1,0,1,0,0.15932
c,1,1,0,0.141939,0,0
c,1,1,0,0.498079,0,0
c,1,1,0,0.540234,0,0
c,0.282362,1,0,1,0,0
c,1,1,0,1,0.097136,0
c,1,1,0,1,0.091093,0
c,1,1,0,1,0,0.49411
c,1,1,0,0.726763,0,0
c,1,1,0,0.209069,0,0
c,0.013076,1,0,1,0,0
c,1,1,0,0.722316,0,0
c,1,1,0,1,0,0.593699
c,1,1,0,1,0.212838,0
c,0.054896,1,0,1,0,0
c,1,1,0,1,0,0.792157
c,1,0.669478,0,1,0.548189,0
c,0.469791,0.699961,0,0,0,1
c,0,0,0,0,0,1
c,0,0,0,0,0,0.818952
c,0,0,0,0,0,1
c,0,0,0,0,0,0.517254
c,0,0,0,0,0,0.18077
c,0.164126,0.505551,0,0,0,1
c,0,0,0,0,0.681855,0.43703
c,0,0,0,0,0,0.263187
c,0,0,0,0,0,1
c,0,0,0,0,0,0.154816
c,0,0.253521,0,0,0.451458,1
c,0,0,0,0,0.889283,0.071633
c,0.009856,0.97672,0,0,0,1
c,0,0,0,0,0,0.390029
c,0.896382,0.211162,0,0,0,1
c,0,0,0,0,0,0.048951
c,0.107456,0.727808,0,0,0,1
c,0,0,0,0,0.114523,0
c,0.961978,0,0,0,1,0
c,0,0,0,0,0.310287,0
c,0.400871,0,0,0,1,0
c,0.476118,0,0,0,1,0
c,0,0.236946,0,0,1,0
c,0,0.154999,0,0,1,0
c,0,0,0,0,0.939408,0
c,0,0.880305,0,0,1,0
c,0,0.359298,0,0,1,0
c,0,0,0,0,1,0
c,0,0,0,0,1,0
c,0.644304,0,0,0,1,0
c,0,0.462351,0,0,1,0
c,0,0,0,0,0.71736,0
c,0,0,0,0,1,0
c,0,0.179608,0,0,1,0
c,0,0,0,0,0.550618,0
c,1,1,0.285548,0.803624,0,0
c,1,1,0.342618,0.863655,0,0.46631
c,1,1,0.703135,0.950161,0,0.864306
c,1,1,0.297096,0,0,0
c,1,1,0.207769,0,0,0.871657
c,1,1,0.783647,0.980522,0,0
c,1,0.464616,0.925046,0,0.035927,0
c,1,1,0.047602,0,0,0.189069
c,1,1,0.127453,0,0,0.172443
c,1,0.63829,0.170401,0,0.169112,0
c,1,1,0.493584,0,0,0.78981
c,1,1,0.508073,0.3877,0,0
c,1,1,0.488256,0,0,0
c,1,1,0.267477,0.064655,0,0.05352
c,1,0.472697,0.974911,0,0.686604,0
c,1,1,0.880504,0,0,0
c,1,1,0.244017,0.191792,0,0.572236
c,1,1,0.126086,0,0,0.490413
c,0.74028,1,0,0.896469,0,0
c,0.954858,1,0,1,0.887817,0
c,0,1,0,0.865471,0.873582,0
c,0.302004,1,0,1,0,0
c,0,1,0,0.640923,0.624217,0
c,0.405173,1,0,1,0,0
c,0.694938,1,0,1,0,0.163911
c,0.465575,1,0,1,0.581862,0
c,0,1,0,0.108528,0.805341,0
c,0.798835,1,0,1,0.866631,0
c,0.247655,1,0,1,0.648842,0
c,0.866043,1,0,1,0.345307,0
c,0.111336,1,0,0.45694,0,0
c,0.470208,1,0,0.102223,0,0
c,0.170644,1,0,1,0.859278,0
c,0.233707,1,0,1,0,0
c,0,1,0,0.438867,0.863514,0
c,0.341645,1,0,0.36228,0,0
c,0.554785,0.757812,0,0,1,0
c,0,0.365511,0,0,1,0
c,0,0.696259,0,0,1,0
c,0,1,0,0,1,0
c,0,0.245683,0,0,1,0
c,0,1,0,0,1,0.068932
c,0,1,0,0,1,0.305662
c,0.095991,0.156106,0,0,1,0
c,0,1,0,0,1,0.069077
c,0,0.332645,0,0,1,0
c,0,0.769447,0,0,1,0
c,0,1,0,0,1,0
c,0,0.47963,0,0,1,0
c,0.832753,0.325245,0,0,1,0
c,0,0.48112,0,0,1,0
c,0,1,0,0,1,0
c,0,1,0,0,1,0.825527
c,0,1,0,0,1,0.635618
